"lemma_id","lemma","jp_pron","kr_pron","kr_mean","level","en_mean"
34137,べし,べし(べき),베시(베키),"마땅, 당연",N5,should; must; ought to (literary)
35321,ぽつん,ぽつん,포츤,"툭, 덩그러니",N2,alone; isolated; a small dot
34420,放棄,ほうき,호우키,"방기, 포기",N2,abandonment; renunciation; waiver
34387,包囲,ほうい,호우이,포위,N2,siege; encirclement; surrounding
34615,北緯,ほくい,호쿠이,북위,N1,north latitude
35102,忘年,ぼうねん,보우넨,망년,N2,forgetting the year (as in Bonenkai party)
34915,本心,ほんしん,혼신,본심,N1,true feelings; real intention
35743,瞬く,またたく,마타타쿠,깜빡이다,N2,to twinkle; to flicker; to blink
34544,奉納,ほうのう,호우노우,봉납,N3,dedication; offering (to a shrine)
34985,翻弄,ほんろう,혼로우,"번롱, 농락",N2,to toy with; to make sport of
35380,真新しい,まあたらしい,마아타라시이,아주 새로운,N1,brand new
35260,煩悩,ぼんのう,본노우,번뇌,N1,worldly desires; passions
35081,傍線,ぼうせん,보우센,"밑줄,보선",N1,side line; underline
34085,変貌,へんぼう,헨보우,변모,N1,transfiguration; transformation
34754,北方,ほっぽう,홋포우,북방,N1,northern direction; the north
35155,墓参,ぼさん,보산,성묘,N1,visiting a grave
34575,包容,ほうよう,호우요우,포용,N1,tolerance; capacity; inclusion
35188,勃発,ぼっぱつ,봇파츠,발발,N1,outbreak; sudden occurrence
34930,奔走,ほんそう,혼소우,분주히 뛰어다님,N1,running about; making efforts
34894,翻刻,ほんこく,혼코쿠,번각,N1,reprinting; republication
34115,米作,べいさく,베이사쿠,쌀농사,N1,rice crop; rice cultivation
34107,米価,べいか,베이카,쌀값,N1,rice price
35156,母子,ぼし,보시,모자,N1,mother and child
34774,解く,ほどく,호도쿠,풀다,N1,to untie; to solve; to answer
35782,待ち侘びる,まちわびる,마치와비루,애타게 기다리다,N1,to be tired of waiting
34704,細切り,ほそぎり,호소기리,채썰기,N1,shredding; cutting into strips
34199,別名,べつめい,베츠메이,별명,N1,alias; pseudonym; another name
35409,舞い込む,まいこむ,마이코무,날아들다,N1,to drop in; to come in unexpectedly
26435,都心,としん,토신,도심,N3,"city center, heart of the city"
26455,戸棚,とだな,토다나,찬장,N2,"cupboard, locker, closet"
26456,土地,とち,토치,토지,N4,"land, soil, locality"
26471,特急,とっきゅう,톳큐우,특급,N4,limited express (train)
26474,疾っく,とっくに,톳쿠니,훨씬 전에. 벌써,N2,"long ago, already"
26477,特権,とっけん,톳켄,특권,N2,"privilege, special right"
26499,突如,とつじょ,토츠죠,갑자기. 별안간,N2,"suddenly, all of a sudden"
26488,突破,とっぱ,톳파,돌파,N2,"breakthrough, penetration"
26509,届く,とどく,토도쿠,닿다,N5,"to reach, to arrive"
26510,届け,とどけ,토도케,신고(서),N3,"report, notification"
26515,滞る,とどこおる,토도코오루,정체하다. 막히다. 밀리다,N2,"to stagnate, to be delayed"
26531,兎に角,とにかく,토니카쿠,하여간,N2,"anyway, at any rate"
26536,殿,との,토노,주군,N3,"lord, master, Mr./Ms. (honorific)"
26559,飛び込む,とびこむ,토비코무,뛰어들다,N3,"to jump in, to dive"
26569,扉,とびら,토비라,문짝,N3,"door, gate"
26581,徒歩,とほ,토호,도보. 걸어서 감,N3,"walking, on foot"
26586,恍ける,とぼける,토보케루,"시치미뗴다,얼빠지다",N2,"to feign ignorance, to play the fool"
26587,乏しい,とぼしい,토보시이,모자라다. 부족하다. 결핍하다,N2,"scarce, meager, poor"
26605,泊まる,とまる,토마루,묵다,N4,to stay (overnight)
11250,剣,けん,켄,검,N4,Sword
98789,乙種,おつしゅ,오츠슈,을종,N2,Class B; second type
100650,卸商,おろししょう,오로시쇼,도매상,N1,Wholesaler
9776,ぎくしゃく,ぎくしゃく,기쿠샤쿠,삐걱,N1,Awkward; stiff; jerky
172819,読み合わせる,よみあわせる,요미아와세루,읽어가며 맞추어보다,N1,To read together/verify
70512,藪蚊,やぶか,야부카,"산모기, 숲모기",N1,Bush mosquito
8047,楽屋,がくや,가쿠야,대기실 (분장실),N1,Dressing room; backstage
64432,彼我,ひが,히가,피아,N1,Self and others
59663,専横,せんおう,센오우,전횡,N1,Tyranny; high-handedness
54997,穏和,おんわ,온와,온화,N1,Gentle; mild; moderate
56856,唱歌,しょうか,쇼우카,창가,N1,Singing; song; school song
42826,奇怪,きかい,키카이,기괴,N1,strange; weird; mysterious
50030,奥底,おくそこ,오쿠소코,마음 깊은 곳,N1,depths; bottom of one's heart
5824,怪談,かいだん,카이단,괴담,N1,Ghost story
39238,横たわる,よこたわる,요코타와루,가로눕다,N1,to lie down; to recline
37257,名演,めいえん,메이에ㄴ,명연기,N1,famous performance
26628,富む,とむ,토무,풍부하다,N2,"to be rich in, to abound in"
6102,歌曲,かきょく,카쿄쿠,가곡,N1,Melody; song
50039,億万,おくまん,오쿠만,억만,N1,hundreds of millions
35022,母音,ぼいん,보인,모음,N1,vowel
29095,残り物,のこりもの,노코리모노,남은 것,N1,Leftovers
36637,密輸,みつゆ,미츠유,밀수,N1,smuggling
32601,福音,ふくいん,후쿠인,복음,N1,Gospel; good news
21708,待機,たいき,타이키,대기,N2,"standing by, alert"
50040,長者,ちょうじゃ,쵸우쟈,"장자, 큰 부자",N1,millionaire; wealthy person
30843,伴奏,ばんそう,반소우,반주,N1,accompaniment (musical)
731,温か,あたたか,아타타카,따뜻함,N1,Warm; mild; (referring to atmosphere)
52606,甲乙,こうおつ,코우오츠,갑을,N2,A and B; superiority or inferiority
4502,横領,おうりょう,오우료우,횡령,N1,Embezzlement; usurpation
1147,改まる,あらたまる,아라타마루,"새로워지다, 격식을 차리다",N1,To be renewed; to be formal
48997,蚊柱,かばしら,카바시라,모기 기둥,N1,swarm of mosquitoes
49843,我流,がりゅう,가류우,자기식(아류),N1,one's own style
46537,怪しむ,あやしむ,아야시무,의심하다,N1,to suspect; to doubt
43075,寸暇,すんか,슨카,촌각,N1,spare moment; little leisure
43136,寡婦,かふ,카후,과부,N1,widow
33833,平穏,へいおん,헤이온,평온,N2,peaceful; quiet; calm
15866,謝恩,しゃおん,샤온,사은,N1,Gratitude; return of a favor
26639,泊める,とめる,토메루,묵게 하다,N4,"to give shelter to, to lodge"
26653,兎も角,ともかく,토모카쿠,하여간,N2,"anyhow, in any case"
26667,共働き,ともばたらき,토모바타라키,맞벌이,N1,"dual income, both spouses working"
26821,鳥肉,とりにく,토리니쿠,닭고기,N5,"chicken meat, poultry"
5645,開演,かいえん,카이엔,공연 시작,N1,Start of a performance
4820,憶測,おくそく,오쿠소쿠,억측,N1,Guess; speculation; conjecture
24330,追憶,ついおく,츠이오쿠,추억,N1,"recollection, reminiscence"
5420,温厚,おんこう,온코우,온후함,N1,Gentle; mild-mannered
7284,駆り立てる,かりたてる,카리타테루,휘몰다,N1,To urge; to impel; to drive
102723,煮魚,にざかな,니자카나,생선 조림,N1,Boiled/simmered fish
119221,窓側,まどがわ,마도가와,창측,N1,Window side
15893,尺八,しゃくはち,샤쿠하치,"퉁소,샤쿠하치",N1,Shakuhachi (bamboo flute)
8059,画質,がしつ,가시츠,화질,N1,Image quality
5378,愚かしい,おろかしい,오로카시이,어리석은,N1,Foolish; absurd; ridiculous
67303,見破る,みやぶる,미야부루,간파하다,N1,To see through (a trick/lie)
67713,無水,むすい,무스이,무수,N1,Anhydrous; waterless
63854,早打ち,はやうち,하야우치,"파발,속사",N1,Rapid typing/firing
62735,抜け駆け,ぬけがけ,누케가케,선수치기,N1,Stealing a march on others; getting a head start
2640,祝い事,いわいごと,이와이고토,"경사, 축하할 일",N1,Happy event; celebration
37960,盛り上げる,もりあげる,모리아게루,분위기를 띄우다,N1,to liven up; to pile up
33563,分岐,ぶんき,분키,분기,N1,divergence; junction; fork
8529,机上,きじょう,키죠우,책상 위 (탁상공론 등),N1,On the desk; theoretical; academic
53183,空論,くうろん,쿠우론,공론,N1,empty theory
50802,愚問,ぐもん,구몬,우문,N1,stupid question
53126,遇する,ぐうする,구우스루,대우하다,N1,to treat; to entertain
47389,安危,あんき,안키,안위,N1,safety; fate; welfare
42469,虚空,こくう,코쿠우,허공,N1,empty space; the void
46913,甘辛い,あまからい,아마카라이,달콤짭짤하다,N1,sweet and salty
39679,落石,らくせき,라쿠세키,낙석,N2,falling rocks
39846,乱発,らんぱつ,란파츠,남발,N1,overissue (of notes/orders)
37121,無人,むじん,무진,무인,N2,unmanned; uninhabited
36894,明星,みょうじょう,묘우죠우,샛별,N1,bright star; Venus; star (celebrity)
34639,解す,ほぐす,호구스,풀다,N1,to understand; to interpret; to solve
11533,劇薬,げきやく,게키야쿠,극약,N1,Powerful drug; deadly poison
11922,公開,こうかい,코우카이,공개,N1,Open to the public; release
26826,取り除く,とりのぞく,토리노조쿠,제거하다,N1,"to remove, to get rid of"
10645,企て,くわだて,쿠와다테,"계획, 기도",N1,Plan; plot; scheme
26833,取り引き,とりひき,토리히키,거래,N5,"transaction, deal, trade"
26837,取り巻く,とりまく,토리마쿠,둘러싸다,N1,"to surround, to encircle"
26842,取り戻す,とりもどす,토리모도스,되찾다,N2,"to take back, to regain"
10028,空虚,くうきょ,쿠우쿄,공허,N1,Emptiness; hollow; vacancy
9573,岐路,きろ,키로,기로,N1,Crossroads; turning point
8771,希薄,きはく,키하쿠,희박함,N1,Thin; diluted; sparse; weak
26850,取り寄せる,とりよせる,토리요세루,"끌어오다,주문하다",N1,"to order, to send for"
25336,店,てん(みせ),텐(미세),가게,N5,"shop, store"
22124,多岐,たき,타키,여러갈래,N1,"diverse, manifold, wide-ranging"
11515,撃退,げきたい,게키타이,격퇴,N1,Repulse; drive back
10118,駆使,くし,쿠시,구사,N1,Free use; having good command of
10203,駆逐,くちく,쿠치쿠,구축 (몰아냄),N1,Extermination; expulsion; destroyer (ship)
9404,挙手,きょしゅ,쿄슈,거수,N1,Raising one's hand; salute
9419,許諾,きょだく,쿄다쿠,허락,N1,Consent; permission; license
304721,戸建ち,ほだち,호다치,~호건물,N1,Detached house
7349,軽やか,かろやか,카로야카,"가뿐함, 경쾌함",N1,Light; airy; nimble
5994,顔見世,かおみせ,카오미세,첫선,N1,First appearance; debut (kabuki)
68896,写経,しゃきゅう,샤큐우,"경문을 베낌, 사경",N1,Sutra copying
6962,兼ねる,かねる,카네루,겸하다,N1,To serve two purposes
5395,終わり頃,おわりごろ,오와리고로,끝날 무렵,N1,Toward the end
65237,不屈,ふくつ,후쿠츠,불굴,N1,Indomitable; persistent
58925,雪渓,せっけい,셋케이,"눈 쌓인 계곡,설계",N1,Snowy valley
29527,計らい,はからい,하카라이,"주선, 처치",N1,Arrangement / management
58940,節倹,せっけん,셋켄,절검,N1,Economy; thrift
51522,恵贈,けいぞう,케이조우,혜증,N1,gift (honorific)
12368,広報,こうほう,코우호우,홍보,N1,Public relations; PR
42882,寒暖,かんだん,칸단,"한난, 춥고 더움",N1,heat and cold; temperature
51603,渓流,けいりゅう,케이류우,"계곡물,계류",N1,mountain stream
51653,経文,きょうもん,쿄우몬,경문,N1,sutras
52256,肩章,けんしょう,켄쇼우,견장,N1,epaulet; shoulder strap
52486,勤倹,きんけん,킨켄,근검,N1,thrift and industry
25462,天皇,てんのう,텐노우,천황,N3,Emperor (of Japan)
47037,恵方,えほう,에호우,길한 방향,N1,lucky direction
36681,見直し,みなおし,미나오시,재검토,N2,review; reconsideration
25366,転機,てんき,텐키,"전기, 전환점",N2,turning point
9731,金利,きんり,킨리,금리,N1,Interest rate
43181,前掲,ぜんけい,젠케이,"앞에 게재,전게",N1,above-mentioned; aforementioned
22701,絶やす,たやす,타야스,꺼뜨리다,N1,"to let die out, to exhaust, to eradicate"
44036,必携,ひっけい,힛케이,필수 휴대,N1,handbook; manual; must-have
36575,みっちり,みっちり,밋치리,착실히,N1,severely; intensely; fully
25631,でこ,でこ,데코,이마,N2,"forehead, brow"
26767,執り行なう,とりおこなう,토리오코나우,거행하다,N2,"to hold (a ceremony), to perform"
16507,春風,しゅんぷう,슌푸우,춘풍,N1,spring breeze
13691,債券,さいけん,사이켄,채권,N1,Bond; debenture
20930,沿い,ぞい,조이,~에 따라,N1,along (a road/river)
19010,数値,すうち,수우치,수치,N2,numerical value
10244,掘削,くっさく,쿳사쿠,굴착,N1,Excavation; drilling
13292,建立,こんりゅう,콘류우,건립 (절 등을 세움),N1,Erection; building (a temple/statue)
10519,繰る,くる,쿠루,"넘기다, 풀다",N1,To reel; to spin; to turn (pages)
64111,繁閑,はんかん,한칸,바쁨과 한가함,N1,Busy and quiet (times)
6023,果敢,かかん,카칸,과감,N1,Resolute; determined; bold
11248,兼,けん,켄,겸,N4,And; in addition (suffix)
58893,石棺,せっかん,셋칸,석관,N1,Sarcophagus; stone coffin
10950,軽視,けんし,켄시,경시,N1,Neglect; slight; despising
39726,落款,らっかん,랏칸,낙관,N1,signature/seal (on art)
6843,家電,かでん,카덴,가전,N1,Household appliances
5784,懐石,かいせき,카이세키,가이세키 (요리),N1,Kaiseki (traditional multi-course meal)
21242,即席,そくせき,소쿠세키,즉석,N1,"extempore, impromptu, instant (food)"
61727,鉄管,てっカン,텟칸,철관,N1,Iron pipe
14732,参列,さんれつ,산레츠,참석,N1,Attendance; presence (at a ceremony)
70823,勇者,ゆうしゃ,유우샤,용자,N2,Hero; brave man
191973,店選び,みせえらび,미세에라비,가게 선정,N1,Choosing a restaurant/shop
43228,定款,ていかん,테이칸,정관,N1,articles of incorporation
39589,来館,らいかん,라이칸,내관,N1,visiting a building/museum
98962,軒数,けんすう,켄스우,호수,N1,Number of houses
87048,極まりない,きわまりない,키와마리나이,한이없다,N1,Extremely; knows no bounds
37270,名曲,めいきょく,메이쿄쿠,명곡,N1,famous music piece
69410,終極,しゅうきょく,슈우쿄쿠,종국,N1,Final; ultimate
65243,福引き,ふくびき,후쿠비키,복권뽑기,N1,Lottery; tombola
7673,閑静,かんせい,칸세이,한적,N1,Quiet; peaceful; tranquil
56333,時局,じきょく,지쿄쿠,시국,N1,Current situation
7525,閑却,かんきゃく,칸캬쿠,한각 (소홀히 여김),N1,Neglect; overlooking
49143,棺桶,かんおけ,칸오케,관,N1,coffin
22303,助け出す,たすけだす,타스케다스,구해내다,N1,"to rescue, to help out"
38034,門外,もんがい,몬가이,문외,N1,outside the gate; (mongai-kan) outsider/layman
7622,勧奨,かんしょう,칸쇼우,"권장, 장려",N1,Encouragement; promotion
12926,拒む,こばむ,코바무,거부하다,N1,To refuse; to reject; to decline
25832,都,と,토,도읍,N4,"metropolis, capital"
13152,根幹,こんかん,콘칸,근간,N1,Root; core; nucleus
15947,借款,しゃっかん,샷칸,차관,N1,Loan; credit
13431,極上,ごくじょう,고쿠죠우,극상,N1,First-rate; finest; top-grade
53567,寛厳,かんげん,칸겐,"관엄, 관대함과 엄격함",N1,leniency and severity
27104,同然,どうぜん,도우젠,다름없음,N1,"just like, same as"
49287,慣性,かんせい,칸세이,관성,N1,inertia
51788,曲面,きょくめん,쿄쿠멘,곡면,N1,curved surface
52957,斤量,きんりょう,킨료우,"무게,근량",N1,weight (in kin units)
26738,捕らわれる,とらわれる,토라와레루,얽매이다,N3,"to be caught, to be seized by (fear/idea)"
17526,新品,しんぴん,신핀,신품,N2,"new article, brand new"
26779,取り組み,とりくみ,토리쿠미,대처,N2,"effort, match (sumo), initiative"
19618,頭巾,ずきん,즈킨,두건,N1,"hood, kerchief"
16343,出棺,しゅっかん,슛칸,출관,N1,carrying a coffin out
9403,居室,きょしつ,쿄시츠,거실,N1,Living room; one's room
9391,局部,きょくぶ,쿄쿠부,국부,N1,Local part; private parts
9186,橋脚,きょうきゃく,쿄우캬쿠,교각,N1,Bridge pier; abutment
19881,成層,せいそう,세이소우,성층,N1,"stratification, stratosphere"
30123,羽目,はめ,하메,"판자벽, 처지",N2,Plight / panel
27898,撫で下ろす,なでおろす,나데오로스,안도하다,N1,"to stroke down, to brush down"
23441,近道,ちかみち,치카미치,지름길,N3,shortcut
30418,反動,はんどう,한도우,반동,N1,reaction; recoil; backlash
49655,奇矯,ききょう,키쿄우,"기괴,기교",N1,eccentric; strange
304198,矯め直す,ためなおす,타메나오스,다시 고치다,N1,To correct / To cure / To aim again
332328,薄絹,うすぎぬ,우스기누,얇은 비단,N1,Thin silk / Sheer silk
37264,名画,めいが,메이가,명화,N2,famous painting; great movie
87167,買い換える,かいかえる,카이카에루,사서 바꾸다,N1,To buy a replacement
51164,強健,きょうけん,쿄우켄,강건,N1,robust health
34613,保菌,ほきん,호킨,보균,N1,carrying (germs/virus)
34910,本書,ほんしょ,혼쇼,본서,N1,this book
140618,絹布,けんぷ,켐푸,견직물(비단),N1,Silk cloth
33575,分遣,ぶんけん,분켄,분견,N1,dispatching; detachment
61689,手触り,てざわり,테자와리,촉감,N2,Feel; texture to the touch
26553,飛び交う,とびかう,토비카우,날아다니다,N2,"to fly about, to flutter"
14232,殺菌,さっきん,삿킨,살균,N1,Sterilization; disinfection
69225,呼び声,よびごえ,요비고에,부르는 소리,N1,Call; cry; shout
26522,都内,とない,토나이,도내,N1,within the (Tokyo) metropolis
59361,矯める,ためる,타메루,바로잡다,N1,To straighten; to correct; to falsify
6907,金物,かなもの,카나모노,철물,N1,Hardware; ironmongery
25904,倒壊,とうかい,토우카이,붕괴,N1,"collapse, destruction (building)"
20248,設営,せつえい,세츠에이,"설치,설영",N1,"construction, setting up (a camp/venue)"
26362,棘,とげ,토게,가시,N2,"thorn, prickle, splinter"
55002,金剛,こんごう,콘고우,금강,N1,Diamond; Adamant; Vajra
18394,純金,じゅんきん,쥰킨,순금,N1,"pure gold, 24k gold"
4846,送り込む,おくりこむ,오쿠리코무,보내주다,N1,To send in; to usher in
11261,険悪,けんあく,켄아쿠,험악,N1,Hostile; threatening; dangerous
24658,勤め,つとめ,츠토메,임무,N2,"service, duty, employment"
63873,遣わす,つかわす,츠카와스,파견하다,N1,To send; to give (to an inferior)
54970,勤行,ごんぎょう,곤교우,불도 수행,N1,Religious services; Buddhist rites
52092,圏外,けんがい,켄가이,권외,N1,out of range
52115,嫌疑,けんぎ,켄기,혐의,N1,suspicion
59993,勤まる,つとまる,츠토마루,감당해내다,N1,To be fit for; to be equal to
18304,数珠,じゅず,쥬즈,"염주,수주",N1,"rosary, prayer beads"
9264,矯正,きょうせい,쿄우세이,교정,N2,Correction; remedy; rectification
9280,鏡台,きょうだい,쿄우다이,경대 (화장대),N1,Dressing table; dresser
6887,金具,かなぐ,카나구,"쇠붙이, 금구",N1,Metal fittings; bracket
6893,金縛り,かなしばり,카나시바리,가위눌림,N1,Sleep paralysis; temporary binding
763,渾名,あだな,아다나,별명,N1,Nickname
58242,人絹,じんけん,진켄,인견,N1,Rayon; artificial silk
52093,遣外,けんがい,켄가이,"해외파견,견외",N1,sending abroad
33398,物品,ぶっぴん,붓핀,물품,N1,goods; articles; commodities
32650,複製,ふくせい,후쿠세이,복제,N1,replica; reproduction
348389,長押し,ながおし,나가오시,길게 누름,N1,Long press (interface)
31215,引き換え,ひきかえ,히키카에,교환,N1,exchange; conversion
28507,入会,にゅうかい,뉴우카이,입회,N1,"admission, joining (a group)"
305136,本状,ほんじょう,혼죠우,"이 서장,본장",N1,This letter / This document
25403,転職,てんしょく,텐쇼쿠,"전직, 이직",N3,changing jobs
7734,感電,かんでん,칸덴,감전,N1,Electric shock
94738,目詰まり,めずまり,메즈마리,먼지로 그물이 막힘,N1,Clogging (filter/mesh)
5921,解約,かいやく,카이야쿠,해약,N1,Cancellation of a contract
25456,天丼,てんどん,텐동,튀김덮밥,N1,tendon (tempura rice bowl)
25793,電灯,でんとう,덴토우,전등,N2,electric light
137116,入店,にゅうてん,뉴우텐,입점,N2,Entering a store
6307,過激,かげき,카게키,과격,N1,Extreme; radical
93232,誤飲,ごいん,고인,오음,N1,Accidental ingestion
156256,本機,ほんき,혼키,본 기기,N1,This machine/aircraft
155456,本券,ほんけん,혼켄,본권,N1,This ticket/voucher
26393,年上,としうえ,토시우에,연상,N1,"older, senior"
26402,年下,としした,토시시타,연하,N1,"younger, junior"
26130,当方,とうほう,토우호우,당측,N1,"us, our side"
36194,満了,まんりょう,만료우,만료,N1,expiration; completion
24301,賃料,ちんりょう,친료우,임대료,N1,rent (fee)
67346,明細,めいさい,메이사이,명세,N1,Details; particulars
474,悪評,あくひょう,아쿠효우,악평,N1,Bad reputation; ill repute
36007,摩耗,まもう,마모우,마모,N1,wear and tear; abrasion
65611,振り替える,ふりかえる,후리카에루,대체,N1,To transfer (funds); to replace
60411,釣り銭,つりせん,츠리센,잔돈,N1,Change (money)
21774,退室,たいしつ,타이시츠,퇴실,N1,leaving a room
25010,提訴,ていそ,테이소,제소,N1,"bringing an action, filing a suit"
34684,保持,ほじ,호지,"보존하고 유지,보지",N1,retention; maintenance; holding
56640,啜り泣く,すすりなく,스스리나쿠,훌쩍거리며 울다,N1,To sob
46654,上げ足,あげあし,아게아시,말꼬투리,N1,tripping up; finding fault
60313,答辞,とうじ,토우지,답사,N1,Formal reply; valedictory address
99003,各階,かくかい,카쿠카이,각층,N1,Each floor
90815,罵り合う,ののしりあい,노노시리아이,서로 욕하다,N1,To exchange insults
20598,扇動,せんどう,센도우,선동,N1,"incitement, instigation"
8585,帰属,きぞく,키조쿠,귀속,N1,Belonging to; affiliation
89756,怒鳴り合う,どなりあう,도나리아우,서로 호통치다,N1,To shout at each other
10210,口先,くちさけ,쿠치사케,입발림,N1,Lip service; words; tip of the mouth
37064,無根,むこん,무콘,무관,N1,groundless; rootless
18422,純正,じゅんせい,쥰세이,"정품,순정",N1,"genuine, pure, authentic"
16113,収支,しゅうし,슈우시,수지,N2,income and expenditure
39226,予告,よこく,요코쿠,예고,N1,notice; preview; trailer
52589,流水,りゅうすい,류우스이,"흐르는 물,유수",N1,running water
50128,押し通す,おしとおす,오시토오스,관철하다,N1,to persist; to push through
37626,盲導,もうどう,모우도우,맹인,N1,guide (for the blind)
34247,弁,べん,벤,말주변,N1,valve; speech; dialect; petal
31938,品位,ひんい,힌이,품위,N1,dignity; grace; nobility
137190,嫌がらせ,いやがらせ,이야가라세,일부러 남이 싫어하는 언행을 함,N1,Harassment; nuisance
87857,問い掛ける,といかける,토이카케루,질문을 던지다,N1,To ask a question
32412,封殺,ふうさつ,후우사츠,"봉쇄,봉살",N1,force out (baseball); suppression
27132,同点,どうてん,도우텐,동점,N1,"tie, draw, same score"
87916,掴み合い,つかみがい,츠카미가이,멱살잡이,N1,Grappling; scuffling
27233,独走,どくそう,도쿠소우,독주,N1,"running alone, being far ahead"
93189,張り合い,はりあい,하리아이,"대립,의욕",N1,Rivalry; worth; encouragement
92329,怒鳴り散らす,どなりちらす,도나리치라스,마구 호통을 쳐대다,N1,To rant and rave; to shout at everyone
27789,投げ,なげ,나게,"던지기,메치기",N1,"throw, fall"
26255,研ぎ澄ます,とぎすます,토기스마스,갈고 닦다,N1,"to sharpen, to hone, to sensitize"
25567,ディベート,ディベート,디베에토,"토론, 디베이트",N2,debate
26065,登頂,とうちょう,토우쵸우,등정,N2,climbing to the top
26314,特徴,とくちょう,토쿠쵸우,특징,N2,"feature, characteristic"
26136,トウホク,とうほく,토우호쿠,토호쿠,N5,Tohoku (region)
119973,剛,ごう,고우,강,N1,Strong; sturdy
26395,年老いる,としおいる,토시오이루,나이가 들다,N1,to grow old
26089,党内,とうない,토우나이,당내,N2,inside the party
69080,横っ飛び,よこっとび,요콧토비,옆으로 뜀,N1,Sideways leap
25329,手渡す,てわたす,테와타스,"건네다,수교하다",N2,"to hand over, to deliver"
25989,当社,どうしゃ,도우샤,당사,N2,"this company, our company"
25660,捏ち上げる,でっちあげる,뎃치아게루,날조하다,N1,"to fabricate, to invent (a story)"
26310,特大,とくだい,토쿠다이,특대,N1,extra-large
58752,代案,だいあん,다이안,대안,N1,Alternative plan
26174,盗塁,とおるい,토오루이,도루,N1,stolen base (baseball)
54458,地鳴り,じなり,지나리,땅울림,N1,Rumbling of the ground
46907,雨脚,あまあし,아마아시,빗줄기,N1,passing shower; speed of falling rain
24499,突き刺さる,つきささる,츠키사사루,꽂히다,N1,"to stick into, to pierce"
39384,酔っ払う,よっぱらう,욧파라우,몹시 취하다,N1,to get drunk
20334,攻め込む,せめこむ,세메코무,공격해 들어가다,N1,"to invade, to march into"
49819,起死,きし,키시,기사,N1,resuscitation; revival
42990,窮する,きゅうする,큐우스루,궁하다,N1,to be destitute; to be at a loss
23654,着信,ちゃくしん,챠쿠신,착신,N1,arrival of a call/message
23030,代打,だいだ,다이다,대타,N1,pinch hitter
23212,打点,だてん,다텐,타점,N1,run batted in (RBI)
46411,阿吽,あうん,아운,"시작과 끝,아훔",N1,A-un (alpha and omega); breathing together
21332,速球,そっきゅう,솟큐우,속구,N1,fastball
16316,主審,しゅしん,슈신,주심,N1,"chief umpire, head referee"
14585,三振,さんしん,산신,삼진,N1,Strikeout (baseball)
13202,混戦,こんせん,콘센,혼전,N1,Free-for-all; confused fight
10015,食い違い,くいちがい,쿠이치가이,엇갈림,N1,Discrepancy; clash; contradiction
9533,切り抜ける,きりぬける,키리누케루,뚫고 나가다,N1,To get through; to survive; to pull through
6067,書き込み,かきこみ,카키코미,게시글,N1,Writing; entry; note
4447,王者,おうじゃ,오우쟈,왕자,N1,King; monarch; champion
33882,平然,へいぜん,헤이젠,태연,N1,calm; composed; cool
32516,負荷,ふか,후카,부하,N1,load; burden; stress
9017,九十,きゅうじゅ,큐우쥬,구십,N2,Ninety
4031,絵馬,えま,에마,그림액자,N2,Votive horse tablet (at Shinto shrines)
8715,企図,きど,키도,기도,N1,Plan; aim; scheme
62800,願わしい,ねがわしい,네가와시이,바람직하다,N1,Desirable; hoped-for
65620,振りかぶる,ふりかぶる,후리카부루,크게 휘둘러 올리다,N1,To raise (one's arms/sword) over one's head
43025,辺境,へんきょう,헨쿄우,변경,N1,remote region; frontier
47958,内股,うちまた,우치마타,허벅지 안쪽,N1,inner thigh
243218,二塁,にるい,니루이,"2루",N1,Second base
139045,弧状,こじょう,코죠우,"호 모양,호상",N1,Arc-shaped
55500,これみよがし,これみよがし,코레미요가시,보란 듯이,N1,Ostentatiously; to show off
8197,頑健,がんけん,간켄,건장,N1,Robust health; sturdy
24141,直撃,ちょくげき,쵸쿠게키,직격,N1,direct hit
31696,日雇い,ひやとい,히야토이,일용직,N1,day labor
68894,しゃき,しゃき,샤키,사기,N1,Shaki (sharp/crisp)
29428,敗退,はいたい,하이타이,패퇴,N1,Defeat / elimination
25451,点灯,てんとう,텐토우,점등,N1,"lighting up, turning on a light"
25869,灯,とう,토우,등,N4,"light, lamp"
26027,投ずる,とうじる,토우지루,"던지다, 투자하다",N1,"to throw, to cast, to invest"
8226,顔面,がんめん,간멘,안면,N1,Face (of a person)
39357,予選,よせん,요센,예선,N1,primary; heat; qualification
1567,言い渡す,いいわたす,이이와타스,"선고하다, 언도하다",N2,To announce; to sentence; to command
12701,抉じ開ける,こじあける,코지아케루,비틀어 (억지로) 열다,N1,To pry open
60249,童顔,どうがん,도우간,동안,N1,Baby face
7589,監査,かんさ,칸사,감사,N1,Audit; inspection
25391,点在,てんざい,텐자이,"산재,점재",N1,to be scattered here and there
57350,したり顔,したりがお,시타리가오,우쭐한 표정,N1,"Triumphant look; ""I told you so"" face"
24029,長身,ちょうしん,쵸우신,장신,N1,tall stature
7771,干魃,かんばつ,칸바츠,가뭄,N1,Drought
22465,手綱,たづな,타즈나,고삐,N1,reins
50863,庫裏,くり,쿠리,승려 거주지,N1,temple kitchen/monks' living quarters
37583,猛虎,もうこ,모우코,맹호,N1,fierce tiger
52542,雇員,こいん,코인,"공무직,고원",N1,employee
7237,枯らす,からす,카라스,말려 죽이다,N1,To let wither; to kill (plants)
26298,特製,とくせい,토쿠세이,특제,N1,"special make, deluxe"
